myid = 5	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand06/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/
SUBDIRECTORY	rand
N_tr	3000
N_p	3
ECC_RATIO	3.0
STEP_INTERVAL	1.0E6
BREAK_TIME	14100.0
RAYLEIGH_DISTRIBUTION	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	1
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
EXECUTION_TIME_FUNC	0
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
SEPARATE_HILL	5.0
DT_FRAGCHECK	2.0*3.14159265358979323846*0.1
GEOMETRIC_RATIO_FRAG	pow(10.0,1.0/8.0)
DELTA_R	0.01
DELTA_THETA	0.125*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	DEPLETION_TIME_EXPLICIT
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
GEOMETRIC_RATIO_LONGTERM	pow(10.0,1.0/128.0)
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
inner = 848,	center = 1047,	outer = 1103,	total = 3000
initial mass depletion timescale =3.346525e-01 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
i=2936	inc is nan.
i=2936	omega is nan.
i=2936	Omega is nan.
i=2937	ecc is nan.
i=2937	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2937	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2937	inc is nan.
i=2937	omega is nan.
i=2937	Omega is nan.
i=2938	ecc is nan.
i=2938	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2938	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2938	inc is nan.
i=2938	omega is nan.
i=2938	Omega is nan.
i=2939	ecc is nan.
i=2939	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2939	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2939	inc is nan.
i=2939	omega is nan.
i=2939	Omega is nan.
i=2940	ecc is nan.
i=2940	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2940	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2940	inc is nan.
i=2940	omega is nan.
i=2940	Omega is nan.
i=2941	ecc is nan.
i=2941	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2941	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2941	inc is nan.
i=2941	omega is nan.
i=2941	Omega is nan.
i=2942	ecc is nan.
i=2942	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2942	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2942	inc is nan.
i=2942	omega is nan.
i=2942	Omega is nan.
i=2943	ecc is nan.
i=2943	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2943	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2943	inc is nan.
i=2943	omega is nan.
i=2943	Omega is nan.
i=2944	ecc is nan.
i=2944	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2944	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2944	inc is nan.
i=2944	omega is nan.
i=2944	Omega is nan.
i=2945	ecc is nan.
i=2945	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2945	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2945	inc is nan.
i=2945	omega is nan.
i=2945	Omega is nan.
i=2946	ecc is nan.
i=2946	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2946	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2946	inc is nan.
i=2946	omega is nan.
i=2946	Omega is nan.
i=2947	ecc is nan.
i=2947	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2947	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2947	inc is nan.
i=2947	omega is nan.
i=2947	Omega is nan.
i=2948	ecc is nan.
i=2948	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2948	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2948	inc is nan.
i=2948	omega is nan.
i=2948	Omega is nan.
i=2949	ecc is nan.
i=2949	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2949	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2949	inc is nan.
i=2949	omega is nan.
i=2949	Omega is nan.
i=2950	ecc is nan.
i=2950	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2950	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2950	inc is nan.
i=2950	omega is nan.
i=2950	Omega is nan.
i=2951	ecc is nan.
i=2951	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2951	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2951	inc is nan.
i=2951	omega is nan.
i=2951	Omega is nan.
i=2952	ecc is nan.
i=2952	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2952	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2952	inc is nan.
i=2952	omega is nan.
i=2952	Omega is nan.
i=2953	ecc is nan.
i=2953	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2953	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2953	inc is nan.
i=2953	omega is nan.
i=2953	Omega is nan.
i=2954	ecc is nan.
i=2954	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2954	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2954	inc is nan.
i=2954	omega is nan.
i=2954	Omega is nan.
i=2955	ecc is nan.
i=2955	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2955	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2955	inc is nan.
i=2955	omega is nan.
i=2955	Omega is nan.
i=2956	ecc is nan.
i=2956	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2956	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2956	inc is nan.
i=2956	omega is nan.
i=2956	Omega is nan.
i=2957	ecc is nan.
i=2957	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2957	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2957	inc is nan.
i=2957	omega is nan.
i=2957	Omega is nan.
i=2958	ecc is nan.
i=2958	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2958	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2958	inc is nan.
i=2958	omega is nan.
i=2958	Omega is nan.
i=2959	ecc is nan.
i=2959	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2959	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2959	inc is nan.
i=2959	omega is nan.
i=2959	Omega is nan.
i=2960	ecc is nan.
i=2960	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2960	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2960	inc is nan.
i=2960	omega is nan.
i=2960	Omega is nan.
i=2961	ecc is nan.
i=2961	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2961	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2961	inc is nan.
i=2961	omega is nan.
i=2961	Omega is nan.
i=2962	ecc is nan.
i=2962	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2962	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2962	inc is nan.
i=2962	omega is nan.
i=2962	Omega is nan.
i=2963	ecc is nan.
i=2963	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2963	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2963	inc is nan.
i=2963	omega is nan.
i=2963	Omega is nan.
i=2964	ecc is nan.
i=2964	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2964	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2964	inc is nan.
i=2964	omega is nan.
i=2964	Omega is nan.
i=2965	ecc is nan.
i=2965	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2965	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2965	inc is nan.
i=2965	omega is nan.
i=2965	Omega is nan.
i=2966	ecc is nan.
i=2966	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2966	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2966	inc is nan.
i=2966	omega is nan.
i=2966	Omega is nan.
i=2967	ecc is nan.
i=2967	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2967	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2967	inc is nan.
i=2967	omega is nan.
i=2967	Omega is nan.
i=2968	ecc is nan.
i=2968	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2968	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2968	inc is nan.
i=2968	omega is nan.
i=2968	Omega is nan.
i=2969	ecc is nan.
i=2969	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2969	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2969	inc is nan.
i=2969	omega is nan.
i=2969	Omega is nan.
i=2970	ecc is nan.
i=2970	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2970	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2970	inc is nan.
i=2970	omega is nan.
i=2970	Omega is nan.
i=2971	ecc is nan.
i=2971	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2971	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2971	inc is nan.
i=2971	omega is nan.
i=2971	Omega is nan.
i=2972	ecc is nan.
i=2972	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2972	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2972	inc is nan.
i=2972	omega is nan.
i=2972	Omega is nan.
i=2973	ecc is nan.
i=2973	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2973	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2973	inc is nan.
i=2973	omega is nan.
i=2973	Omega is nan.
i=2974	ecc is nan.
i=2974	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2974	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2974	inc is nan.
i=2974	omega is nan.
i=2974	Omega is nan.
i=2975	ecc is nan.
i=2975	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2975	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2975	inc is nan.
i=2975	omega is nan.
i=2975	Omega is nan.
i=2976	ecc is nan.
i=2976	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2976	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2976	inc is nan.
i=2976	omega is nan.
i=2976	Omega is nan.
i=2977	ecc is nan.
i=2977	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2977	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2977	inc is nan.
i=2977	omega is nan.
i=2977	Omega is nan.
i=2978	ecc is nan.
i=2978	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2978	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2978	inc is nan.
i=2978	omega is nan.
i=2978	Omega is nan.
i=2979	ecc is nan.
i=2979	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2979	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2979	inc is nan.
i=2979	omega is nan.
i=2979	Omega is nan.
i=2980	ecc is nan.
i=2980	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2980	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2980	inc is nan.
i=2980	omega is nan.
i=2980	Omega is nan.
i=2981	ecc is nan.
i=2981	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2981	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2981	inc is nan.
i=2981	omega is nan.
i=2981	Omega is nan.
i=2982	ecc is nan.
i=2982	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2982	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=2982	inc is nan.
i=2982	omega is nan.
i=2982	Omega is nan.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.899148e+09	  3	  2979	  2938	1.011153285292425e-06	9.999999999999980e+02	1.934308119072811e-07
-----
dt_[2938]	= 6.353263e-06
E_error	= 1.000000000000000e+00
L_error	= -1.000000000000000e+00
dE_correct	= 5.217409142128286e-09
step	= 1.899148000000000e+09
dt_ene	= 1.000000e-01[yr]
geometric ratio	= pow(10.0,1.0/8.0)
-----
real time	= 0.216947[s]
user time	= 0.400000[s]
system time	= 0.008000[s]
Execution Time	(total	= 2.169470e-01 [s])
Energy			= 0.000000e+00 [s]	 0.00 [%]
Orbital_Elements	= 0.000000e+00 [s]	 0.00 [%]
Predictor		= 0.000000e+00 [s]	 0.00 [%]
Corrector		= 0.000000e+00 [s]	 0.00 [%]
Iteration		= 0.000000e+00 [s]	 0.00 [%]
Collision_Judgement	= 0.000000e+00 [s]	 0.00 [%]
Fragmentation		= 0.000000e+00 [s]	 0.00 [%]
Others			= 2.169470e-01 [s]	100.00 [%]
-----
myid = 5	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand06/tempread.dat' exists.
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand06/tempfragread.dat' exists.
i=4	ecc is nan.
i=4	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=4	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=4	inc is nan.
i=4	omega is nan.
i=4	Omega is nan.
i=5	ecc is nan.
i=5	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=5	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=5	inc is nan.
i=5	omega is nan.
i=5	Omega is nan.
i=6	ecc is nan.
i=6	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=6	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=6	inc is nan.
i=6	omega is nan.
i=6	Omega is nan.
i=7	ecc is nan.
i=7	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=7	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=7	inc is nan.
i=7	omega is nan.
i=7	Omega is nan.
i=8	ecc is nan.
i=8	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=8	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=8	inc is nan.
i=8	omega is nan.
i=8	Omega is nan.
i=9	ecc is nan.
i=9	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=9	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=9	inc is nan.
i=9	omega is nan.
i=9	Omega is nan.
i=10	ecc is nan.
i=10	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=10	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=10	inc is nan.
i=10	omega is nan.
i=10	Omega is nan.
i=11	ecc is nan.
i=11	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=11	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=11	inc is nan.
i=11	omega is nan.
i=11	Omega is nan.
i=12	ecc is nan.
i=12	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=12	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=12	inc is nan.
i=12	omega is nan.
i=12	Omega is nan.
i=13	ecc is nan.
i=13	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=13	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=13	inc is nan.
i=13	omega is nan.
i=13	Omega is nan.
i=14	ecc is nan.
i=14	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=14	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=14	inc is nan.
i=14	omega is nan.
i=14	Omega is nan.
i=15	ecc is nan.
i=15	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=15	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=15	inc is nan.
i=15	omega is nan.
i=15	Omega is nan.
i=16	ecc is nan.
i=16	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=16	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=16	inc is nan.
i=16	omega is nan.
i=16	Omega is nan.
i=17	ecc is nan.
i=17	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=17	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=17	inc is nan.
i=17	omega is nan.
i=17	Omega is nan.
i=18	ecc is nan.
i=18	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=18	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=18	inc is nan.
i=18	omega is nan.
i=18	Omega is nan.
i=19	ecc is nan.
i=19	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=19	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=19	inc is nan.
i=19	omega is nan.
i=19	Omega is nan.
i=20	ecc is nan.
i=20	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=20	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=20	inc is nan.
i=20	omega is nan.
i=20	Omega is nan.
i=21	ecc is nan.
i=21	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=21	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=21	inc is nan.
i=21	omega is nan.
i=21	Omega is nan.
i=22	ecc is nan.
i=22	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=22	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=22	inc is nan.
i=22	omega is nan.
i=22	Omega is nan.
i=23	ecc is nan.
i=23	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=23	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=23	inc is nan.
i=23	omega is nan.
i=23	Omega is nan.
i=24	ecc is nan.
i=24	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=24	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=24	inc is nan.
i=24	omega is nan.
i=24	Omega is nan.
i=25	ecc is nan.
i=25	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=25	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=25	inc is nan.
i=25	omega is nan.
i=25	Omega is nan.
i=26	ecc is nan.
i=26	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=26	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=26	inc is nan.
i=26	omega is nan.
i=26	Omega is nan.
i=27	ecc is nan.
i=27	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=27	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=27	inc is nan.
i=27	omega is nan.
i=27	Omega is nan.
i=28	ecc is nan.
i=28	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=28	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=28	inc is nan.
i=28	omega is nan.
i=28	Omega is nan.
i=29	ecc is nan.
i=29	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=29	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=29	inc is nan.
i=29	omega is nan.
i=29	Omega is nan.
i=30	ecc is nan.
i=30	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=30	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=30	inc is nan.
i=30	omega is nan.
i=30	Omega is nan.
i=31	ecc is nan.
i=31	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=31	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=31	inc is nan.
i=31	omega is nan.
i=31	Omega is nan.
i=32	ecc is nan.
i=32	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=32	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=32	inc is nan.
i=32	omega is nan.
i=32	Omega is nan.
i=33	ecc is nan.
i=33	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=33	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=33	inc is nan.
i=33	omega is nan.
i=33	Omega is nan.
i=34	ecc is nan.
i=34	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=34	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=34	inc is nan.
i=34	omega is nan.
i=34	Omega is nan.
i=35	ecc is nan.
i=35	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=35	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=35	inc is nan.
i=35	omega is nan.
i=35	Omega is nan.
i=36	ecc is nan.
i=36	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=36	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=36	inc is nan.
i=36	omega is nan.
i=36	Omega is nan.
i=37	ecc is nan.
i=37	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=37	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=37	inc is nan.
i=37	omega is nan.
i=37	Omega is nan.
i=38	ecc is nan.
i=38	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=38	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=38	inc is nan.
i=38	omega is nan.
i=38	Omega is nan.
i=39	ecc is nan.
i=39	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=39	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=39	inc is nan.
i=39	omega is nan.
i=39	Omega is nan.
i=40	ecc is nan.
i=40	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=40	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=40	inc is nan.
i=40	omega is nan.
i=40	Omega is nan.
i=41	ecc is nan.
i=41	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=41	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=41	inc is nan.
i=41	omega is nan.
i=41	Omega is nan.
i=42	ecc is nan.
i=42	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=42	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=42	inc is nan.
i=42	omega is nan.
i=42	Omega is nan.
i=43	ecc is nan.
i=43	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=43	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=43	inc is nan.
i=43	omega is nan.
i=43	Omega is nan.
i=44	ecc is nan.
i=44	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=44	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=44	inc is nan.
i=44	omega is nan.
i=44	Omega is nan.
i=45	ecc is nan.
i=45	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=45	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=45	inc is nan.
i=45	omega is nan.
i=45	Omega is nan.
i=46	ecc is nan.
i=46	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=46	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=46	inc is nan.
i=46	omega is nan.
i=46	Omega is nan.
i=47	ecc is nan.
i=47	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=47	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=47	inc is nan.
i=47	omega is nan.
i=47	Omega is nan.
i=48	ecc is nan.
i=48	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=48	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=48	inc is nan.
i=48	omega is nan.
i=48	Omega is nan.
i=49	ecc is nan.
i=49	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=49	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=49	inc is nan.
i=49	omega is nan.
i=49	Omega is nan.
i=50	ecc is nan.
i=50	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=50	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=50	inc is nan.
i=50	omega is nan.
i=50	Omega is nan.
i=51	ecc is nan.
i=51	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=51	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=51	inc is nan.
i=51	omega is nan.
i=51	Omega is nan.
i=52	ecc is nan.
i=52	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=52	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=52	inc is nan.
i=52	omega is nan.
i=52	Omega is nan.
i=53	ecc is nan.
i=53	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=53	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=53	inc is nan.
i=53	omega is nan.
i=53	Omega is nan.
i=54	ecc is nan.
i=54	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=54	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=54	inc is nan.
i=54	omega is nan.
i=54	Omega is nan.
i=55	ecc is nan.
i=55	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=55	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=55	inc is nan.
i=55	omega is nan.
i=55	Omega is nan.
i=56	ecc is nan.
i=56	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=56	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=56	inc is nan.
i=56	omega is nan.
i=56	Omega is nan.
i=57	ecc is nan.
i=57	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=57	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=57	inc is nan.
i=57	omega is nan.
i=57	Omega is nan.
i=58	ecc is nan.
i=58	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=58	Q is nan.	[1]=-nan	[2]=-nan	[3]=-nan
i=58	inc is nan.
i=58	omega is nan.
i=58	Omega is nan.
i=59	ecc is nan.
i=59	P is nan.	[1]=-nan	[2]=-nan	[3]=-nan
